ensembl_gene_id	geneSymbol	description	band
ENSG00000004142	POLDIP2	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]	q11.2
ENSG00000004660	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]	p13.2
ENSG00000004779	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	p12.2
ENSG00000004897	CDC27	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	q21.32
ENSG00000004939	SLC4A1	solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]	q21.31
ENSG00000004975	DVL2	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]	p13.1
ENSG00000005001	PRSS22	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]	p13.3
ENSG00000005100	DHX33	DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]	p13.2
ENSG00000005102	MEOX1	mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]	q21.31
ENSG00000005156	LIG3	DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]	q12
ENSG00000005187	ACSM3	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	p12.3
ENSG00000005189	REXO5	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]	p12.3
ENSG00000005194	CIAPIN1	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	q21
ENSG00000005243	COPZ2	COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]	q21.32
ENSG00000005339	CREBBP	CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]	p13.3
ENSG00000005379	TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	q22
ENSG00000005381	MPO	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]	q22
ENSG00000005513	SOX8	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]	p13.3
ENSG00000005844	ITGAL	integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]	p11.2
ENSG00000005882	PDK2	pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]	q21.33
ENSG00000005884	ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	q21.33
ENSG00000005961	ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	q21.31
ENSG00000006007	GDE1	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	p12.3
ENSG00000006025	OSBPL7	oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]	q21.32
ENSG00000006042	TMEM98	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	q11.2
ENSG00000006047	YBX2	Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]	p13.1
ENSG00000006059	KRT33A	keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450]	q21.2
ENSG00000006116	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]	p12.1
ENSG00000006125	AP2B1	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]	q12
ENSG00000006194	ZNF263	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]	p13.3
ENSG00000006210	CX3CL1	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	q21
ENSG00000006282	SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	q21.33
ENSG00000006283	CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	q21.33
ENSG00000006327	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	p13.3
ENSG00000006695	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]	p12
ENSG00000006740	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	p12
ENSG00000006744	ELAC2	elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]	p12
ENSG00000006788	MYH13	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]	p13.1
ENSG00000007038	PRSS21	serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]	p13.3
ENSG00000007168	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	p13.3
ENSG00000007171	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	q11.2
ENSG00000007174	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	p12
ENSG00000007202	KIAA0100	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]	q11.2
ENSG00000007216	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	q11.2
ENSG00000007237	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	p13.1
ENSG00000007312	CD79B	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]	q23.3
ENSG00000007314	SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	q23.3
ENSG00000007376	RPUSD1	RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	p13.3
ENSG00000007384	RHBDF1	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]	p13.3
ENSG00000007392	LUC7L	LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]	p13.3
ENSG00000007516	BAIAP3	BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]	p13.3
ENSG00000007520	TSR3	TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]	p13.3
ENSG00000007541	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]	p13.3
ENSG00000007545	CRAMP1	cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]	p13.3
ENSG00000008283	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	q23.3
ENSG00000008294	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	q21.33
ENSG00000008516	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]	p13.3
ENSG00000008517	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	p13.3
ENSG00000008710	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]	p13.3
ENSG00000008838	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]	q21.1
ENSG00000010244	ZNF207	zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]	q11.2
ENSG00000010539	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]	p13.3
ENSG00000011028	MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	q23.2
ENSG00000011052	NME1-NME2	NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]	q21.33
ENSG00000011143	MKS1	MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]	q22
ENSG00000011258	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]	q21.33
ENSG00000011260	UTP18	UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]	q21.33
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]	p12
ENSG00000011638	TMEM159	transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]	p12.3
ENSG00000012048	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	q21.31
ENSG00000013306	SLC25A39	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]	q21.31
ENSG00000013364	MVP	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	p11.2
ENSG00000015413	DPEP1	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]	q24.3
ENSG00000015532	XYLT2	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]	q21.33
ENSG00000017797	RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]	p11.22
ENSG00000021776	AQR	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]	q14
ENSG00000022976	ZNF839	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]	q32.31
ENSG00000028528	SNX1	sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]	q22.31
ENSG00000029725	RABEP1	rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]	p13.2
ENSG00000030582	GRN	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]	q21.31
ENSG00000033011	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]	p13.3
ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]	q21.2
ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]	q23
ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]	q13.1
ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]	p11.2
ENSG00000034713	GABARAPL2	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	q23.1
ENSG00000035664	DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	q22.31
ENSG00000035862	TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	q25.3
ENSG00000037042	TUBG2	tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]	q21.2
ENSG00000038358	EDC4	enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]	q22.1
ENSG00000038532	CLEC16A	C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]	p13.13
ENSG00000039068	CDH1	cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]	q22.1
ENSG00000039523	RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	q22.1
ENSG00000040199	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]	q22.2
ENSG00000040531	CTNS	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]	p13.2
ENSG00000040633	PHF23	PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]	p13.1
ENSG00000041357	PSMA4	proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]	q25.1
ENSG00000047346	FAM214A	family with sequence similarity 214 member A [Source:HGNC Symbol;Acc:HGNC:25609]	q21.3
ENSG00000047578	KATNIP	katanin interacting protein [Source:HGNC Symbol;Acc:HGNC:29068]	p12.1
ENSG00000048462	TNFRSF17	TNF receptor superfamily member 17 [Source:HGNC Symbol;Acc:HGNC:11913]	p13.13
ENSG00000048471	SNX29	sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]	p13.13
ENSG00000049283	EPN3	epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]	q21.33
ENSG00000050820	BCAR1	BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]	q23.1
ENSG00000051108	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]	q13
ENSG00000051180	RAD51	RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]	q15.1
ENSG00000051523	CYBA	cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]	q24.2
ENSG00000052344	PRSS8	serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]	p11.2
ENSG00000055483	USP36	ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]	q25.3
ENSG00000058335	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]	q25.1
ENSG00000058600	POLR3E	RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]	p12.2
ENSG00000059122	FLYWCH1	FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25404]	p13.3
ENSG00000059145	UNKL	unk like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]	p13.3
ENSG00000062038	CDH3	cadherin 3 [Source:HGNC Symbol;Acc:HGNC:1762]	q22.1
ENSG00000062524	LTK	leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]	q15.1
ENSG00000062716	VMP1	vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]	q23.1
ENSG00000062725	APPBP2	amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]	q23.2
ENSG00000063015	SEZ6	seizure related 6 homolog [Source:HGNC Symbol;Acc:HGNC:15955]	q11.2
ENSG00000063854	HAGH	hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]	p13.3
ENSG00000064195	DLX3	distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]	q21.33
ENSG00000064270	ATP2C2	ATPase secretory pathway Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:29103]	q24.1
ENSG00000064300	NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	q21.33
ENSG00000064726	BTBD1	BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]	q25.2
ENSG00000065054	SLC9A3R2	SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]	p13.3
ENSG00000065057	NTHL1	nth like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:8028]	p13.3
ENSG00000065320	NTN1	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]	p13.1
ENSG00000065325	GLP2R	glucagon like peptide 2 receptor [Source:HGNC Symbol;Acc:HGNC:4325]	p13.1
ENSG00000065427	KARS1	lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]	q23.1
ENSG00000065457	ADAT1	adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]	q23.1
ENSG00000065559	MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]	p12
ENSG00000066654	THUMPD1	THUMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23807]	p12.3
ENSG00000066735	KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	q32.33
ENSG00000066813	ACSM2B	acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]	p12.3
ENSG00000066933	MYO9A	myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]	q23
ENSG00000067141	NEO1	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]	q24.1
ENSG00000067191	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]	q12
ENSG00000067221	STOML1	stomatin like 1 [Source:HGNC Symbol;Acc:HGNC:14560]	q24.1
ENSG00000067225	PKM	pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]	q23
ENSG00000067365	METTL22	methyltransferase like 22 [Source:HGNC Symbol;Acc:HGNC:28368]	p13.2
ENSG00000067369	TP53BP1	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	q15.3
ENSG00000067596	DHX8	DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749]	q21.31
ENSG00000067836	ROGDI	rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478]	p13.3
ENSG00000067955	CBFB	core-binding factor subunit beta [Source:HGNC Symbol;Acc:HGNC:1539]	q22.1
ENSG00000068079	IFI35	interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]	q21.31
ENSG00000068097	HEATR6	HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]	q23.1
ENSG00000068120	COASY	Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]	q21.2
ENSG00000068137	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]	q21.2
ENSG00000068305	MEF2A	myocyte enhancer factor 2A [Source:HGNC Symbol;Acc:HGNC:6993]	q26.3
ENSG00000068489	PRR11	proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]	q22
ENSG00000069188	SDK2	sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]	q25.1
ENSG00000069329	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]	q11.2
ENSG00000069345	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]	q11.2
ENSG00000069667	RORA	RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]	q22.2
ENSG00000069764	PLA2G10	phospholipase A2 group X [Source:HGNC Symbol;Acc:HGNC:9029]	p13.12
ENSG00000069869	NEDD4	NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]	q21.3
ENSG00000069943	PIGB	phosphatidylinositol glycan anchor biosynthesis class B [Source:HGNC Symbol;Acc:HGNC:8959]	q21.3
ENSG00000069956	MAPK6	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]	q21.2
ENSG00000069966	GNB5	G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401]	q21.2
ENSG00000069974	RAB27A	RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]	q21.3
ENSG00000070366	SMG6	SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]	p13.3
ENSG00000070444	MNT	MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]	p13.3
ENSG00000070495	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]	q25.1
ENSG00000070526	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]	q25.1
ENSG00000070540	WIPI1	WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]	q24.2
ENSG00000070729	CNGB1	cyclic nucleotide gated channel subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2151]	q21
ENSG00000070731	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]	q25.1
ENSG00000070761	CFAP20	cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523]	q21
ENSG00000070770	CSNK2A2	casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]	q21
ENSG00000070915	SLC12A3	solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912]	q13
ENSG00000072134	EPN2	epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]	p11.2
ENSG00000072210	ALDH3A2	aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]	p11.2
ENSG00000072310	SREBF1	sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]	p11.2
ENSG00000072736	NFATC3	nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]	q22.1
ENSG00000072778	ACADVL	acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]	p13.1
ENSG00000072818	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16467]	p13.1
ENSG00000072849	DERL2	derlin 2 [Source:HGNC Symbol;Acc:HGNC:17943]	p13.2
ENSG00000072864	NDE1	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	p13.11
ENSG00000073350	LLGL2	LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629]	q25.1
ENSG00000073417	PDE8A	phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]	q25.3
ENSG00000073536	NLE1	notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889]	q12
ENSG00000073584	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]	q21.2
ENSG00000073598	FNDC8	fibronectin type III domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25286]	q12
ENSG00000073605	GSDMB	gasdermin B [Source:HGNC Symbol;Acc:HGNC:23690]	q21.1
ENSG00000073670	ADAM11	ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]	q21.31
ENSG00000073861	TBX21	T-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11599]	q21.32
ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]	q21.31
ENSG00000074071	MRPS34	mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618]	p13.3
ENSG00000074356	NCBP3	nuclear cap binding subunit 3 [Source:HGNC Symbol;Acc:HGNC:24612]	p13.2
ENSG00000074370	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]	p13.2
ENSG00000074410	CA12	carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]	q22.2
ENSG00000074603	DPP8	dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]	q22.31
ENSG00000074621	SLC24A1	solute carrier family 24 member 1 [Source:HGNC Symbol;Acc:HGNC:10975]	q22.31
ENSG00000074660	SCARF1	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	p13.3
ENSG00000074696	HACD3	3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175]	q22.31
ENSG00000074755	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29027]	p13.2
ENSG00000074803	SLC12A1	solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]	q21.1
ENSG00000075131	TIPIN	TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]	q22.31
ENSG00000075399	VPS9D1	VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]	q24.3
ENSG00000075413	MARK3	microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]	q32.32
ENSG00000075429	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409]	q24.2
ENSG00000075461	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]	q24.2
ENSG00000076344	RGS11	regulator of G protein signaling 11 [Source:HGNC Symbol;Acc:HGNC:9993]	p13.3
ENSG00000076351	SLC46A1	solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]	q11.2
ENSG00000076382	SPAG5	sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]	q11.2
ENSG00000076604	TRAF4	TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]	q11.2
ENSG00000077235	GTF3C1	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]	p12.1
ENSG00000077238	IL4R	interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]	p12.1
ENSG00000078328	RBFOX1	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	p13.3
ENSG00000078687	TNRC6C	trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318]	q25.3
ENSG00000079101	CLUL1	clusterin like 1 [Source:HGNC Symbol;Acc:HGNC:2096]	p11.32
ENSG00000079134	THOC1	THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070]	p11.32
ENSG00000079616	KIF22	kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]	p11.2
ENSG00000080603	SRCAP	Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]	p11.2
ENSG00000080644	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]	q25.1
ENSG00000080823	MOK	MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]	q32.31
ENSG00000080986	NDC80	NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]	p11.32
ENSG00000081014	AP4E1	adaptor related protein complex 4 subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:573]	q21.2
ENSG00000082397	EPB41L3	erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]	p11.31
ENSG00000082641	NFE2L1	nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]	q21.32
ENSG00000083093	PALB2	partner and localizer of BRCA2 [Source:HGNC Symbol;Acc:HGNC:26144]	p12.2
ENSG00000083290	ULK2	unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]	p11.2
ENSG00000083454	P2RX5	purinergic receptor P2X 5 [Source:HGNC Symbol;Acc:HGNC:8536]	p13.2
ENSG00000083457	ITGAE	integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]	p13.2
ENSG00000083799	CYLD	CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]	q12.1
ENSG00000085644	ZNF213	zinc finger protein 213 [Source:HGNC Symbol;Acc:HGNC:13005]	p13.3
ENSG00000085721	RRN3	RRN3 homolog, RNA polymerase I transcription factor [Source:HGNC Symbol;Acc:HGNC:30346]	p13.11
ENSG00000086504	MRPL28	mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]	p13.3
ENSG00000086506	HBQ1	hemoglobin subunit theta 1 [Source:HGNC Symbol;Acc:HGNC:4833]	p13.3
ENSG00000086666	ZFAND6	zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]	q25.1
ENSG00000086696	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]	q23.3
ENSG00000087095	NLK	nemo like kinase [Source:HGNC Symbol;Acc:HGNC:29858]	q11.2
ENSG00000087111	PIGS	phosphatidylinositol glycan anchor biosynthesis class S [Source:HGNC Symbol;Acc:HGNC:14937]	q11.2
